pid,period_id,ix_id,date,stimulus,switch,content,switches_open,sensor_volts,starttime,endtime,duration,recording,monkey,individual,walking_through,sitting,test_phase_day,study_day,test_phase,using_stimuli,start_hour,condition
1030be0d,c010,fa3924,2021-06-09,visual,1,abstract,"False, True, False","0.63, 0.76, 0.77",2021-06-09 14:46:07,2021-06-09 14:46:10,3.15,2021-06-09_14-46_c010.h264,Saki,Igor,TRUE,FALSE,3,25,7-visual-3,TRUE,14,stimuli
1030be0d,b6b9,7a7ac3,2021-06-09,visual,2,underwater,"False, False, True","0.29, 0.19, 0.71",2021-06-09 15:03:48,2021-06-09 15:03:51,3.06,2021-06-09_15-03_b6b9.h264,Saki,Bea,FALSE,FALSE,3,25,7-visual-3,TRUE,15,stimuli
1030be0d,1f68,682da3,2021-06-09,visual,2,underwater,"False, False, True","0.32, 0.27, 0.76",2021-06-09 15:11:24,2021-06-09 15:11:27,3.04,2021-06-09_15-11_1f68.h264,Saki,Bea,TRUE,FALSE,3,25,7-visual-3,TRUE,15,stimuli
67736311,5069,1ab521,2021-06-10,no-stimulus,0,none,"True, False, False","1.53, 0.81, 0.22",2021-06-10 13:54:19,2021-06-10 13:54:22,3.1,2021-06-10_13-54_5069.h264,Saki,Hubert,TRUE,FALSE,1,26,8-control-post,FALSE,13,second-baseline
67736311,bc5b,e2ca67,2021-06-10,no-stimulus,2,none,"False, False, True","0.27, 0.28, 0.72",2021-06-10 15:09:18,2021-06-10 15:09:21,3.09,2021-06-10_15-09_bc5b.h264,Saki,Bea,TRUE,FALSE,1,26,8-control-post,FALSE,15,second-baseline
67736311,68cc,7ab061,2021-06-10,no-stimulus,0,none,"True, False, False","0.74, 0.26, 0.19",2021-06-10 15:36:56,2021-06-10 15:36:59,3.09,2021-06-10_15-36_68cc.h264,Saki,Igor,FALSE,FALSE,1,26,8-control-post,FALSE,15,second-baseline
67736311,6ef8,6b4049,2021-06-12,no-stimulus,2,none,"False, False, True","0.31, 0.28, 0.67",2021-06-12 16:23:48,2021-06-12 16:23:51,3.13,2021-06-12_16-23_6ef8.h264,Saki,Igor,TRUE,FALSE,3,28,8-control-post,FALSE,16,second-baseline
67736311,6137,d4e8ff,2021-06-13,no-stimulus,0,none,"True, False, False","0.67, 0.74, 0.29",2021-06-13 6:56:08,2021-06-13 6:56:11,3.13,2021-06-13_06-56_6137.h264,Saki,Igor,FALSE,FALSE,3,28,8-control-post,FALSE,6,second-baseline
67736311,6472,32ea03,2021-06-14,no-stimulus,2,none,"False, False, True","0.34, 0.29, 0.74",2021-06-14 6:15:56,2021-06-14 6:16:00,3.13,2021-06-14_06-15_6472.h264,Saki,Igor,TRUE,FALSE,4,29,8-control-post,FALSE,6,second-baseline
67736311,6472,2b2739,2021-06-14,no-stimulus,0,none,"True, False, False","0.47, 0.3, 0.27",2021-06-14 6:16:00,2021-06-14 6:16:03,3.02,2021-06-14_06-15_6472.h264,Saki,Igor,TRUE,FALSE,4,29,8-control-post,FALSE,6,second-baseline
67736311,e4c2,3c4715,2021-06-14,no-stimulus,0,none,"True, False, False","0.73, 0.3, 0.27",2021-06-14 6:22:33,2021-06-14 6:22:36,3.13,2021-06-14_06-22_e4c2.h264,Saki,Hubert,TRUE,FALSE,4,29,8-control-post,FALSE,6,second-baseline
67736311,9dff,9ca5ff,2021-06-14,no-stimulus,0,none,"True, False, False","0.84, 0.29, 0.25",2021-06-14 13:54:11,2021-06-14 13:54:15,3.14,2021-06-14_13-54_9dff.h264,Saki,Igor,FALSE,FALSE,5,30,8-control-post,FALSE,13,second-baseline
67736311,9dff,11a838,2021-06-14,no-stimulus,2,none,"False, False, True","0.32, 0.23, 0.41",2021-06-14 13:54:15,2021-06-14 13:54:18,3.22,2021-06-14_13-54_9dff.h264,Saki,Igor,FALSE,FALSE,5,30,8-control-post,FALSE,13,second-baseline
67736311,4f63,736e7b,2021-06-15,no-stimulus,2,none,"False, False, True","0.28, 0.89, 0.69",2021-06-15 8:55:23,2021-06-15 8:55:26,3.13,2021-06-15_08-55_4f63.h264,Saki,Hubert,TRUE,FALSE,5,30,8-control-post,FALSE,8,second-baseline
67736311,da73,551ed0,2021-06-16,no-stimulus,2,none,"False, False, True","0.25, 0.26, 0.74",2021-06-16 6:56:47,2021-06-16 6:56:50,3.14,2021-06-16_06-56_da73.h264,Saki,Igor,TRUE,FALSE,6,31,8-control-post,FALSE,6,second-baseline
67736311,467,161ce7,2021-06-16,no-stimulus,2,none,"False, False, True","0.3, 0.29, 0.88",2021-06-16 14:59:05,2021-06-16 14:59:08,3.13,2021-06-16_14-59_0467.h264,Saki,Igor,TRUE,FALSE,7,32,8-control-post,FALSE,14,second-baseline
67736311,ec33,8d6923,2021-06-17,no-stimulus,0,none,"True, False, False","0.72, 0.27, 0.27",2021-06-17 6:06:21,2021-06-17 6:06:24,3.15,2021-06-17_06-06_ec33.h264,Saki,Bea,TRUE,FALSE,7,32,8-control-post,FALSE,6,second-baseline
